nombre;central;tecnologia_etiqueta;nombre_agente;tecnologia;tecnologia_maquinas;potencia_instalada_mw;provincia;departamento;aglomeracion;sistema;pah;id_renovar;resolucion_renovables;fuente;geojson;Logitud;Latitud
Cerros del Sol;CSOLFV;Fotovoltaica;PQUE FOTOV.CERROS DEL SOL;SOL;FOTOVOLTAICA;5;SAN LUIS;Juan Martín de Pueyrredón;;Interconectado MEM;;SFV-202-02;;cammesa;"{""type"":""Point"",""coordinates"":[-66.3494150934467,-33.1862483312432]}";-663.494.150.934.467;-331.862.483.312.432
Planta fotovoltaica Solar de los Andes (MATER);SANDFV;Fotovoltaica;PQUE FOTOV.SOLAR DE LOS ANDES;SOL;FOTOVOLTAICA;5;MENDOZA;Santa Rosa;;Interconectado MEM;;MAT-SFV-41;;cammesa;"{""type"":""Point"",""coordinates"":[-68.1920477400313,-33.11023239422]}";-681.920.477.400.313;-3.311.023.239.422
Parque eólico Manque;MANQEO;Eólica;P.EOLICO MANQUE MATER;EOL;EOLICA;57;CORDOBA;Río Cuarto;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-65.0750775827662,-33.2287530621434]}";-650.750.775.827.662;-332.287.530.621.434
Parque eólico San Jorge y El Mataco;SJMTEO;Eólica;P.EOLICO MATACO 3 PICOS;EOL;EOLICA;203.4;BUENOS AIRES;Tornquist;;Interconectado MEM;;EOL-022;;cammesa;"{""type"":""Point"",""coordinates"":[-62.280614027286,-38.3371446458966]}";-62.280.614.027.286;-383.371.446.458.966
C.At.Necochea I;NEC1EO;Eólica;P.EOLICO VIENTOS DE NECOCHEA;EOL;EOLICA;37.95;BUENOS AIRES;Necochea;;Interconectado MEM;;EOL-1048;;cammesa;"{""type"":""Point"",""coordinates"":[-58.8277594987705,-38.6167614619435]}";-588.277.594.987.705;-386.167.614.619.435
C.T. PERGAMINO;PERG;Biogas;BIOGAS CTBG PERGAMINO;BIOG;BIOGAS;2.4;BUENOS AIRES;Pergamino;;Interconectado MEM;;BG-522;;cammesa;"{""type"":""Point"",""coordinates"":[-60.5387178903779,-33.9239025723866]}";-605.387.178.903.779;-339.239.025.723.866
PE La Banderita;BANDEO;Eólica;P.EOLICO LA BANDERITA;EOL;EOLICA;39.6;LA PAMPA;Utracán;;Interconectado MEM;;EOL-1019;;cammesa;"{""type"":""Point"",""coordinates"":[-64.7615804997641,-37.4872035835326]}";-647.615.804.997.641;-374.872.035.835.326
C.T.  LAS JUNTURAS;JUNT;Biomasa;CTBM. GENERACIÓN LAS JUNTURAS;BIOM;BIOMASA;0.6;CORDOBA;Río Segundo;;Interconectado MEM;;BM-411;;cammesa;"{""type"":""Point"",""coordinates"":[-63.4311528216559,-31.8297393024382]}";-634.311.528.216.559;-318.297.393.024.382
C.T. GIGENA I;GIG1;Biogas;BIOGAS CTBG GIGENA I;BIOG;BIOGAS;1.2;CORDOBA;Río Cuarto;;Interconectado MEM;;BG-528;;cammesa;"{""type"":""Point"",""coordinates"":[-64.1952096899799,-32.7857492998458]}";-641.952.096.899.799;-327.857.492.998.458
C.T. BIO JUSTO DARACT;JDAR;Biogas;BIOGAS CTBG JUSTO DARACT;BIOG;BIOGAS;1;SAN LUIS;General Pedernera;;Interconectado MEM;;BG-516;;cammesa;"{""type"":""Point"",""coordinates"":[-65.1750318599056,-33.9133243651144]}";-651.750.318.599.056;-339.133.243.651.144
H Tib. Benegas;TBENHI;Hidroeléctrica (Menor a 50 Mw);PAH DIQUE TIBURCIO BENEGAS;HI<50;HIDRAULICA <=50;1.7;MENDOZA;Junín;;Interconectado MEM;Si;PAH-03;;cammesa;"{""type"":""Point"",""coordinates"":[-68.6802428675527,-33.2430172094971]}";-686.802.428.675.527;-332.430.172.094.971
Proyecto Solar Los Diaguitas (MATER);DIAGFV;Fotovoltaica;PQUE SOLAR DIAGUITAS-TAMBERIAS;SOL;FOTOVOLTAICA;1.8;SAN JUAN;Albardón;;Interconectado MEM;;MAT-SFV-35;;cammesa;"{""type"":""Point"",""coordinates"":[-68.4565008236592,-31.3691772759506]}";-684.565.008.236.592;-313.691.772.759.506
Parque eólico Los Olivos;OLIVEO;Eólica;P.EOLICO LOS OLIVOS MATER;EOL;EOLICA;22.8;CORDOBA;Río Cuarto;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-65.0757734551235,-33.2317677258083]}";-650.757.734.551.235;-332.317.677.258.083
P.E. ENERGETICA I;ENE1EO;Eólica;P.EOLICO LA ENERGETICA Renov2;EOL;EOLICA;79.8;BUENOS AIRES;Tornquist;;Interconectado MEM;;EOL-003;;cammesa;"{""type"":""Point"",""coordinates"":[-62.2193064650955,-38.3573428739585]}";-622.193.064.650.955;-383.573.428.739.585
PE GARCÍA DEL RÍO;GRIOEO;Eólica;P.EOLICO GARCIA DEL RIO;EOL;EOLICA;10;BUENOS AIRES;Bahía Blanca;;Interconectado MEM;;EOL-14;;cammesa;"{""type"":""Point"",""coordinates"":[-62.2597450915292,-38.4068292847257]}";-622.597.450.915.292;-384.068.292.847.257
P.A.H. LUNLUNTA;LUNLHI;Hidroeléctrica (Menor a 50 Mw);PAH LUNLUNTA - [EMESA];HI<50;HIDRAULICA <=50;6.34;MENDOZA;Maipú;;Interconectado MEM;Si;PAH-712;;cammesa;"{""type"":""Point"",""coordinates"":[-68.7978372116223,-33.0437748575385]}";-687.978.372.116.223;-330.437.748.575.385
BM Santa Rosa;BSRO;Biomasa;CT BIOMASA SANTA ROSA CORRIENT;BIOM;BIOMASA;15;CORRIENTES;Concepción;;Interconectado MEM;;BM-01;;cammesa;"{""type"":""Point"",""coordinates"":[-58.0671005896401,-28.2381943835166]}";-580.671.005.896.401;-282.381.943.835.166
P.S. ANCHIPURAC;ANPCFV;Fotovoltaica;PQUE SOLAR ANCHIPURAC MATER;SOL;FOTOVOLTAICA;3;SAN JUAN;Rivadavia;;Interconectado MEM;;MAT-SFV-50;;cammesa;"{""type"":""Point"",""coordinates"":[-68.6502214540611,-31.6015925811659]}";-686.502.214.540.611;-316.015.925.811.659
C.T. VILLA DEL ROSARIO;VROS;Biogas;BIOGAS CTBG VILLA DEL ROS. CGY;BIOG;BIOGAS;1;CORDOBA;Río Segundo;;Interconectado MEM;;BG-529;;cammesa;"{""type"":""Point"",""coordinates"":[-63.5528942685059,-31.5770934604937]}";-635.528.942.685.059;-315.770.934.604.937
P.E. VIENTOS NEUQUINOS I;NEU1EO;Eólica;P.EOLICO VIENTOS NEUQUINOS I;EOL;EOLICA;100.485;NEUQUEN;Collón Curá;;Interconectado MEM;;MAT-EOL-55;;cammesa;"{""type"":""Point"",""coordinates"":[-69.7674332655854,-39.7454074857567]}";-697.674.332.655.854;-397.454.074.857.567
P.E. LA GENOVEVA;GNV1EO;Eólica;P.EOLICO LA GENOVEVA I REN2;EOL;EOLICA;88.2;BUENOS AIRES;Bahía Blanca;;Interconectado MEM;;EOL-041;;cammesa;"{""type"":""Point"",""coordinates"":[-61.9442952415619,-38.5553301840983]}";-619.442.952.415.619;-385.553.301.840.983
P.E. CHUBUT NORTE IV;CHN4EO;Eólica;P.EOLICO CHUBUT NOR 4 GENNEIA;EOL;EOLICA;83.22;CHUBUT;Biedma;;Interconectado MEM;;EOL-016;;cammesa;"{""type"":""Point"",""coordinates"":[-65.19153851,-42.56166329]}";-6.519.153.851;-4.256.166.329
P.E. CHUBUT NORTE III;CHN3EO;Eólica;P.EOLICO CHUBUT NOR 3 GENNEIA;EOL;EOLICA;57.66;CHUBUT;Biedma;;Interconectado MEM;;EOL-020;;cammesa;"{""type"":""Point"",""coordinates"":[-65.18158513,-42.61023352]}";-6.518.158.513;-4.261.023.352
P.E. CHUBUT NORTE II;CHN2EO;Eólica;GENNEIA S.A.EOLICOS;EOL;EOLICA;26.28;CHUBUT;Biedma;;Interconectado MEM;;MAT-EOL-08;;cammesa;"{""type"":""Point"",""coordinates"":[-65.1225192748749,-42.5703430506174]}";-651.225.192.748.749;-425.703.430.506.174
P.E. Kosten;KOSTEO;Eólica;P.EOLICO KOSTEN;EOL;EOLICA;24;CHUBUT;Escalante;;Interconectado MEM;;EOL-33;;cammesa;"{""type"":""Point"",""coordinates"":[-68.0553332010916,-45.8090837594069]}";-680.553.332.010.916;-458.090.837.594.069
CG La Plata YPF;LPLC;Térmica;YPF LA PLATA COGENERACION;CC;TURBO GAS;90.2;BUENOS AIRES;Berisso;GRAN BUENOS AIRES;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-57.9203737093718,-34.8944964968605]}";-579.203.737.093.718;-348.944.964.968.605
Proyecto Solar Tamberias (MATER);TAMBFV;Fotovoltaica;PQUE SOLAR DIAGUITAS-TAMBERIAS;SOL;FOTOVOLTAICA;2.7;SAN JUAN;Calingasta;;Interconectado MEM;;MAT-SFV-46;;cammesa;"{""type"":""Point"",""coordinates"":[-69.464790478016,-31.3969514252215]}";-69.464.790.478.016;-313.969.514.252.215
L.BLANC 2 ENARS;LOM2EO;Eólica;P.EOLICO LOMA BLANCA 2;EOL;EOLICA;51.2;CHUBUT;Rawson;;Interconectado MEM;;EOL-202-09;;cammesa;"{""type"":""Point"",""coordinates"":[-65.2137377312297,-43.0283879496958]}";-652.137.377.312.297;-430.283.879.496.958
Parque Eólico Los Teros;TEROEO;Eólica;P.EOLICO LOS TEROS - MATER;EOL;EOLICA;122.56;BUENOS AIRES;Azul;;Interconectado MEM;;MAT-EOL-27;;cammesa;"{""type"":""Point"",""coordinates"":[-59.7599233754837,-37.1294819731042]}";-597.599.233.754.837;-371.294.819.731.042
C.T. PACUCA BIO ENERGIA. ROQUE PEREZ. BSAS.;PACU;Biogas;BIOGAS CTBG PACUCA BIO ENERGÍA;BIOG;BIOGAS;1;BUENOS AIRES;Roque Pérez;;Interconectado MEM;;BG-507;;cammesa;"{""type"":""Point"",""coordinates"":[-59.4423582001664,-35.3831814705644]}";-594.423.582.001.664;-353.831.814.705.644
C.T. General Alvear;GALV;Biogas;CTBG GENERAL ALVEAR;BIOG;BIOGAS;1;BUENOS AIRES;General Alvear;;Interconectado MEM;;BG-524;;cammesa;"{""type"":""Point"",""coordinates"":[-60.1062275282178,-36.0162412371168]}";-601.062.275.282.178;-360.162.412.371.168
P.E. Miramar;MIRAEO;Eólica;P.EOLICO MIRAMAR - RENOVAR 1.5;EOL;EOLICA;98.6;BUENOS AIRES;General Alvarado;;Interconectado MEM;;EOL-1029;;cammesa;"{""type"":""Point"",""coordinates"":[-58.0482313132942,-38.2260783183553]}";-580.482.313.132.942;-382.260.783.183.553
COG Terminal 6;TER6;Térmica;TERMINAL 6 COGENERACION PUERTO;CC;TURBO GAS - TURBO VAPOR;380.04;SANTA FE;San Lorenzo;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-60.7501066795749,-32.6647018974483]}";-607.501.066.795.749;-326.647.018.974.483
PE Vient Secano;VSECEO;Eólica;P.EOLICO VIENTOS DEL SECANO;EOL;EOLICA;50;BUENOS AIRES;Villarino;;Interconectado MEM;;EOL-17;;cammesa;"{""type"":""Point"",""coordinates"":[-62.567883460649,-39.215128932142]}";-62.567.883.460.649;-39.215.128.932.142
C.T. BIOMASA UNITAN.  Puerto Tirol;TIRO;Biomasa;CTBM.BIOMASA UNITAN SEISMEGA;BIOM;BIOMASA;6.7;CHACO;Libertad;GRAN RESISTENCIA;Interconectado MEM;;BM-409;;cammesa;"{""type"":""Point"",""coordinates"":[-59.087242513861,-27.3712818634023]}";-59.087.242.513.861;-273.712.818.634.023
H Guaym. Slto 6;GUA6HI;Hidroeléctrica (Menor a 50 Mw);PAH CAN.CQUE GUAYMALLEN SALTO6;HI<50;HIDRAULICA <=50;1.2;MENDOZA;Luján de Cuyo;GRAN MENDOZA;Interconectado MEM;Si;PAH-02;;cammesa;"{""type"":""Point"",""coordinates"":[-68.8957640854241,-33.0322535283627]}";-688.957.640.854.241;-330.322.535.283.627
C.T. VENADO TUERTO. BG. SEEDS ENERGY;VTBG;Biogas;BIOGAS CTBG VENADO TUERTO;BIOG;BIOGAS;2.1;SANTA FE;General López;;Interconectado MEM;;BG-523;;cammesa;"{""type"":""Point"",""coordinates"":[-62.0407803764715,-33.695623183261]}";-620.407.803.764.715;-33.695.623.183.261
C.T. TIGONBU;TIGO;Biogas;BIOGAS CTBG TIGONBU;BIOG;BIOGAS;2;SAN LUIS;Gobernador Dupuy;;Interconectado MEM;;BG-519;;cammesa;"{""type"":""Point"",""coordinates"":[-65.2672130939131,-34.8164030187171]}";-652.672.130.939.131;-348.164.030.187.171
P.S. CAUCHARI 1;CAU1FV;Fotovoltaica;PQUE SOLAR FTV CAUCHARI 1;SOL;FOTOVOLTAICA;100;JUJUY;Susques;;Interconectado MEM;;SFV-38;;cammesa;"{""type"":""Point"",""coordinates"":[-66.7078434623938,-24.1056963714523]}";-667.078.434.623.938;-241.056.963.714.523
P.S. CAUCHARI 2;CAU2FV;Fotovoltaica;PQUE SOLAR FTV CAUCHARI 2;SOL;FOTOVOLTAICA;100;JUJUY;Susques;;Interconectado MEM;;SFV-39;;cammesa;"{""type"":""Point"",""coordinates"":[-66.7132736076105,-24.097109348712]}";-667.132.736.076.105;-24.097.109.348.712
P.S. CAUCHARI 3;CAU3FV;Fotovoltaica;PQUE SOLAR FTV CAUCHARI 3;SOL;FOTOVOLTAICA;100;JUJUY;Susques;;Interconectado MEM;;SFV-40;;cammesa;"{""type"":""Point"",""coordinates"":[-66.7196400225702,-24.0862082254414]}";-667.196.400.225.702;-240.862.082.254.414
MALASPINA1 ENAR;MAL1EO;Eólica;C.EOLICA MALASPINA I - ENARSA;EOL;EOLICA;50.4;CHUBUT;Florentino Ameghino;;Interconectado MEM;;EOL-202-02;;cammesa;"{""type"":""Point"",""coordinates"":[-67.0618142515055,-44.9682830558879]}";-670.618.142.515.055;-449.682.830.558.879
H Guaym. Slto 8;GUA8HI;Hidroeléctrica (Menor a 50 Mw);PAH CAN.CQUE GUAYMALLEN SALTO8;HI<50;HIDRAULICA <=50;1.2;MENDOZA;Luján de Cuyo;GRAN MENDOZA;Interconectado MEM;Si;PAH-01;;cammesa;"{""type"":""Point"",""coordinates"":[-68.8826272456176,-33.0213971397068]}";-688.826.272.456.176;-330.213.971.397.068
P.A.H. SALTO 7 CANAL CACIQUE GUAYMALLEN;GUA7HI;Hidroeléctrica (Menor a 50 Mw);PAH CALBUCO SALTO7;HI<50;HIDRAULICA <=50;1.2;MENDOZA;Luján de Cuyo;GRAN MENDOZA;Interconectado MEM;Si;PAH-702;;cammesa;"{""type"":""Point"",""coordinates"":[-68.8873640897713,-33.0257683099387]}";-688.873.640.897.713;-330.257.683.099.387
L.BLANC 3 ENARS;LOM3EO;Eólica;P.EOLICO LOMA BLANCA 3;EOL;EOLICA;51.2;CHUBUT;Rawson;;Interconectado MEM;;EOL-202-10;;cammesa;"{""type"":""Point"",""coordinates"":[-65.1585983806914,-43.0377239763828]}";-651.585.983.806.914;-430.377.239.763.828
L.BLANC 1 ENARS;LOM1EO;Eólica;P.EOLICO LOMA BLANCA 1;EOL;EOLICA;51.2;CHUBUT;Rawson;;Interconectado MEM;;EOL-202-08;;cammesa;"{""type"":""Point"",""coordinates"":[-65.1232191171783,-43.0050803437145]}";-651.232.191.171.783;-430.050.803.437.145
PE LOS HERCULES;LHEREO;Eólica;P.EOLICO LOS HERCULES;EOL;EOLICA;97.2;SANTA CRUZ;Deseado;;Interconectado MEM;;EOL-05;;cammesa;"{""type"":""Point"",""coordinates"":[-68.3852591472237,-46.6310858594343]}";-683.852.591.472.237;-466.310.858.594.343
C.T. BIOGENERADORA SANTA CATALINA. CORDOBA;SCAB;Biogas;CTBG BIO. SANTA CATALINA;BIOG;BIOGAS;2;CORDOBA;Río Cuarto;;Interconectado MEM;;BG-517;;cammesa;"{""type"":""Point"",""coordinates"":[-64.4471360384236,-33.220014501829]}";-644.471.360.384.236;-33.220.014.501.829
C.T. LA ESCONDIDA.  INDUNOR S.A.;ESCO;Biomasa;CT BIOMASA LA ESCONDIDA -CHACO;BIOM;BIOMASA;10;CHACO;General Donovan;;Interconectado MEM;;BM-414;;cammesa;"{""type"":""Point"",""coordinates"":[-59.4426591159961,-27.1067602711927]}";-594.426.591.159.961;-271.067.602.711.927
C.T. Manantiales Behr II;;Térmica;;TG;;;CHUBUT;Escalante;;Interconectada no MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-67.8071595921762,-45.6614539984206]}";-678.071.595.921.762;-456.614.539.984.206
PE L. Blanca 6;LOM6EO;Eólica;P.EOLICO LOMA BLANCA 6;EOL;EOLICA;102.4;CHUBUT;Rawson;;Interconectado MEM;;EOL-1027;;cammesa;"{""type"":""Point"",""coordinates"":[-65.355199455473,-42.904735174551]}";-65.355.199.455.473;-42.904.735.174.551
C.T. AB ENERGIA. 25 DE MAYO . LA PAMPA;ABBG;Biogas;BIOGAS CTBG AB ENERGÍA;BIOG;BIOGAS;2;LA PAMPA;Puelén;;Interconectado MEM;;BG-508;;cammesa;"{""type"":""Point"",""coordinates"":[-67.7155905357597,-37.9019846108887]}";-677.155.905.357.597;-379.019.846.108.887
Parque Eólico  Los Teros II (MATER);TER2EO;Eólica;P.EOLICO LOS TEROS - MATER;EOL;EOLICA;52.39;BUENOS AIRES;Azul;;Interconectado MEM;;MAT-EOL-53;;cammesa;"{""type"":""Point"",""coordinates"":[-59.8143353598614,-37.1382188692163]}";-598.143.353.598.614;-371.382.188.692.163
P.S. TIERRA SANTA;TSANFV;Fotovoltaica;AGRITUR SAN LUIS S.A.;SOL;FOTOVOLTAICA;0.45;SAN LUIS;Junín;;Interconectado MEM;;MAT-SFV-70;;cammesa;"{""type"":""Point"",""coordinates"":[-65.6822270189294,-32.0845077246563]}";-656.822.270.189.294;-320.845.077.246.563
C.T. RESENER I;RES1;Biogas;BIOGAS CT RESENER SA;BIOG;BIOGAS;0.8;BUENOS AIRES;Villarino;;Interconectado MEM;;BG-510;;cammesa;"{""type"":""Point"",""coordinates"":[-62.4657989367735,-38.6960780972732]}";-624.657.989.367.735;-386.960.780.972.732
C.T. ARREBEEF ENERGIA;ABEF;Biogas;BIOGAS CTBG ARRE BEEF SA;BIOG;BIOGAS;1.5;BUENOS AIRES;Ramallo;PEREZ MILLAN;Interconectado MEM;;BG-501;;cammesa;"{""type"":""Point"",""coordinates"":[-60.0908747582094,-33.7625030426961]}";-600.908.747.582.094;-337.625.030.426.961
P.S. GUAÑIZUIL II A;GZ2AFV;Fotovoltaica;PQUE FOTOV. COR. SOL. GUAÑI.II;SOL;FOTOVOLTAICA;100;SAN JUAN;Iglesia;;Interconectado MEM;;SFV-275;;cammesa;"{""type"":""Point"",""coordinates"":[-69.2907260022031,-30.3676407047721]}";-692.907.260.022.031;-303.676.407.047.721
P.A.H. CRUZ DEL EJE;CREJHI;Hidroeléctrica (Menor a 50 Mw);PAH EPEC CRUZ DEL EJE - Ren2;HI<50;HIDRAULICA <=50;0.5;CORDOBA;Cruz del Eje;CRUZ DEL EJE;Interconectado MEM;Si;PAH-708;;cammesa;"{""type"":""Point"",""coordinates"":[-64.79606111,-30.74999167]}";-6.479.606.111;-3.074.999.167
P.A.H. BOCA DEL RIO;BRIOHI;Hidroeléctrica (Menor a 50 Mw);PAH EPEC BOCA DEL RIO - Ren2;HI<50;HIDRAULICA <=50;0.5;CORDOBA;San Javier;;Interconectado MEM;Si;PAH-709;;cammesa;"{""type"":""Point"",""coordinates"":[-65.11294167,-31.91350278]}";-6.511.294.167;-3.191.350.278
CT LOMA DE LA LATA MOTORES;LDLM;Térmica;C.T. LOMA DE LA LATA S.A.;DI;MOTOR DIESEL;15;NEUQUEN;Confluencia;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-68.6063782589938,-38.5109744397023]}";-686.063.782.589.938;-385.109.744.397.023
C.T. BIOGAS SAN MARTIN NORTE III D;SM3D;Biogas;CTBRS SAN MARTÍN NORTE III-D;BIOG;BIOGAS;5.1;BUENOS AIRES;San Miguel;GRAN BUENOS AIRES;Interconectado MEM;;BRS-3600;;cammesa;"{""type"":""Point"",""coordinates"":[-58.6270592489391,-34.5208950911117]}";-586.270.592.489.391;-345.208.950.911.117
P.S. ALTIPLANO I;ALT1FV;Fotovoltaica;PQUE SOLAR ALTIPLANO I;SOL;FOTOVOLTAICA;100;SALTA;Los Andes;;Interconectado MEM;;SFV-259;;cammesa;"{""type"":""Point"",""coordinates"":[-66.8926478942646,-24.1496082204311]}";-668.926.478.942.646;-241.496.082.204.311
P.S. La Puna;LPUNFV;Fotovoltaica;PQUE SOLAR LA PUNA SOLAR;SOL;FOTOVOLTAICA;100;SALTA;Los Andes;;Interconectado MEM;;SFV-13;;cammesa;"{""type"":""Point"",""coordinates"":[-66.9030687577589,-24.1488372316815]}";-669.030.687.577.589;-241.488.372.316.815
PE CAÑADON LEON;LEONEO;Eólica;P.EOLICO CAÑADON LEÓN REN 2;EOL;EOLICA;101.52;SANTA CRUZ;Deseado;;Interconectado MEM;;EOL-035;;cammesa;"{""type"":""Point"",""coordinates"":[-67.6442107612038,-46.5881144659283]}";-676.442.107.612.038;-465.881.144.659.283
P.E. Cañadon Leon (ampliacion);LEO1EO;Eólica;P.EOLICO CAÑADON LEÓN MATER;EOL;EOLICA;21.15;SANTA CRUZ;Deseado;;Interconectado MEM;;EOL-035;;cammesa;"{""type"":""Point"",""coordinates"":[-67.6431174626149,-46.5886869250569]}";-676.431.174.626.149;-465.886.869.250.569
P.A.H. SALTO 11 CANAL CACIQUE GUAYMALLEN;GU11HI;Hidroeléctrica (Menor a 50 Mw);PAH SALTO 11;HI<50;HIDRAULICA <=50;;MENDOZA;Luján de Cuyo;GRAN MENDOZA;Interconectado MEM;Si;PAH-715;;cammesa;"{""type"":""Point"",""coordinates"":[-68.868673778682,-33.0052775328885]}";-68.868.673.778.682;-330.052.775.328.885
P.S.F.V TINOGASTA TOZZI;TINZFV;Fotovoltaica;PQUE SOLAR TINOGASTA TOZZI RE3;SOL;FOTOVOLTAICA;;CATAMARCA;Tinogasta;;Interconectado MEM;;SFV-3207;;cammesa;"{""type"":""Point"",""coordinates"":[-67.5310360747972,-28.0877902117262]}";-675.310.360.747.972;-280.877.902.117.262
SALTO D LA LOMA;SALOHI;Hidroeléctrica (Menor a 50 Mw);C.H. SALTO DE LA LOMA;HI<50;MICRO HIDRAULIC;0.55;SAN JUAN;Jáchal;;Interconectado MEM;Si;PAH-705;;cammesa;"{""type"":""Point"",""coordinates"":[-68.7712438951684,-30.2209421980594]}";-687.712.438.951.684;-302.209.421.980.594
P.S.F.V HELIOS SANTA ROSA PV;HESRFV;Fotovoltaica;PQUE SOLAR HELIOS SANTA ROSA;SOL;FOTOVOLTAICA;;MENDOZA;Santa Rosa;;Interconectado MEM;;SFV-3202;;cammesa;"{""type"":""Point"",""coordinates"":[-68.1666486958736,-33.214771624805]}";-681.666.486.958.736;-33.214.771.624.805
C.T. POLLOS SAN MATEO;PSMA;Biogas;CTBG POLLOS SAN MATEO;BIOG;BIOGAS;;CORDOBA;Colón;;Interconectado MEM;;BG-502;;cammesa;"{""type"":""Point"",""coordinates"":[-64.1300312867959,-31.1674947698214]}";-641.300.312.867.959;-311.674.947.698.214
P.S. SIERRAS DEL ULLUM;SULLFV;Fotovoltaica;GENNEIA S.A.EOLICOS;SOL;FOTOVOLTAICA;;SAN JUAN;Ullum;;Interconectado MEM;;SFV-224;;cammesa;"{""type"":""Point"",""coordinates"":[-68.6662249617509,-31.3774193339685]}";-686.662.249.617.509;-313.774.193.339.685
Puerto Madryn;PMAD;Térmica;C.T. PATAGONICAS SA;TG;TURBO GAS;42;CHUBUT;Biedma;PUERTO MADRYN;Interconectado MEM;;;;DNP;"{""type"":""Point"",""coordinates"":[-65.104775,-42.706863]}";-65.104.775;-42.706.863
Necochea Eolico;NECOEO;Eólica;SEA ENERGY PARQUE EOLICO;EOL;EOLICA;0.25;BUENOS AIRES;Necochea;QUEQUEN;Interconectado MEM;;108-EOL-01;;DNP;"{""type"":""Point"",""coordinates"":[-58.790598,-38.604519]}";-58.790.598;-38.604.519
Goya;GOYA;Térmica;ELECTROPATAGONIA-C.RIV-C.COMB.;TG;TURBO GAS;;CORRIENTES;Goya;;Interconectado MEM;;;;DNP;"{""type"":""Point"",""coordinates"":[-59.22767,-29.13876]}";-5.922.767;-2.913.876
CT ZAPPALORTO - APR ENERGY;ZAPA;Térmica;CT ZAPPALORTO - APR ENERGY;TG;TURBO GAS;109.04;BUENOS AIRES;Merlo;GRAN BUENOS AIRES;Interconectado MEM;;;;DIE;"{""type"":""Point"",""coordinates"":[-58.7416926404079,-34.723577642225]}";-587.416.926.404.079;-34.723.577.642.225
CTBG BIO ENERGÍA YANQUETRUZ II;YAN2;Biogas;CTBG BIO ENERGÍA YANQUETRUZ II;BIOG;BIOGAS;0.8;SAN LUIS;General Pedernera;;Interconectado MEM;;BG-518;;DIE;"{""type"":""Point"",""coordinates"":[-65.5686123605628,-33.3777624608798]}";-655.686.123.605.628;-333.777.624.608.798
PAH TRIPLE SALTO UNIFICADO;TSAUHI;Hidroeléctrica (Menor a 50 Mw);PAH TRIPLE SALTO UNIFICADO;HI<50;HIDRAULICA <=50;0.51;MENDOZA;Junín;;Interconectado MEM;Si;PAH-04;;DIE;"{""type"":""Point"",""coordinates"":[-68.5171769792477,-33.1100447967894]}";-685.171.769.792.477;-331.100.447.967.894
PTA FOTOVOLTAICA S.JUAN I-EPSE;SJU2FV;Fotovoltaica;PTA FOTOVOLTAICA S.JUAN I-EPSE;SOL;FOTOVOLTAICA;0.48;SAN JUAN;Ullum;;Interconectado MEM;;;;DIE;"{""type"":""Point"",""coordinates"":[-68.6740031665857,-31.3885349607742]}";-686.740.031.665.857;-313.885.349.607.742
C.H. SAN GUILLERMO SIEyE;SGUIHI;Hidroeléctrica (Menor a 50 Mw);C.H. SAN GUILLERMO SIEyE;HI<50;MICRO HIDRAULIC;0.1;SAN JUAN;Calingasta;;Interconectado MEM;Si;SPT-PAH-20;;DIE;"{""type"":""Point"",""coordinates"":[-69.5169920911156,-31.6980857312319]}";-695.169.920.911.156;-316.980.857.312.319
MOLINO JUAN SEMINO SA;SEMIHI;Hidroeléctrica (Menor a 50 Mw);MOLINO JUAN SEMINO SA;HI<50;HIDRAULICA <=50;;SANTA FE;Iriondo;;Interconectado MEM;Si;SPT-PAH-34;;DIE;"{""type"":""Point"",""coordinates"":[-61.172608911427,-32.8542020082222]}";-61.172.608.911.427;-328.542.020.082.222
PAH SALTO DE LA LOMA;SAL2HI;Hidroeléctrica (Menor a 50 Mw);PAH SALTO DE LA LOMA;HI<50;HIDRAULICA <=50;;SAN JUAN;Jáchal;;Interconectado MEM;Si;MAT-PAH-03;;DIE;"{""type"":""Point"",""coordinates"":[-68.7711027727892,-30.2210799670565]}";-687.711.027.727.892;-302.210.799.670.565
PAPEL MISIONERO S.A.;PMIS;Biomasa;PAPEL MISIONERO S.A.;BIOM;BIOMASA;;MISIONES;Libertador General San Martín;;Interconectado MEM;;;;DIE;"{""type"":""Point"",""coordinates"":[-55.1234693359932,-26.9339182036282]}";-551.234.693.359.932;-269.339.182.036.282
YPF CT MANANTIALES BEHR II AG;MBE2;Térmica;YPF CT MANANTIALES BEHR II AG;DI;MOTOR DIESEL;;CHUBUT;Escalante;;Interconectado MEM;;;;DIE;"{""type"":""Point"",""coordinates"":[-67.8097063556531,-45.6603197672963]}";-678.097.063.556.531;-456.603.197.672.963
